n,p,seed,mass_below_abs,mass_below_scaled,w_median,w_p05,tail_slope,c_implied
2000,5000,5,1.0,0.8458917835671342,0.017650374698420734,0.011310414969026997,3.9349907986720307,0.7893487530802222
2000,5000,6,1.0,0.8507014028056112,0.01766713807078995,0.01136793082054993,3.919722671560174,0.7900984338832164
2000,5000,7,1.0,0.8565130260521042,0.017599011095130263,0.011132044335690146,3.857185182690247,0.7870517029096857
2000,5000,8,1.0,0.856312625250501,0.017515547286588665,0.011235147209553244,3.919261815231578,0.7833190879184849
2000,5000,9,1.0,0.8527054108216433,0.017735523206926722,0.011243461554698922,3.7960149938264216,0.7931567101442644
2000,10000,0,1.0,0.8577577577577578,0.017573650756475205,0.01126542513506768,3.779243119768903,0.7859175540863833
2000,10000,1,1.0,0.8512512512512512,0.017660793429800377,0.011379948729559334,3.7871218232729467,0.7898146929123061
2000,10000,2,1.0,0.8568568568568569,0.017570929505276667,0.011235398370865412,3.9086891794242735,0.7857958560331075
2000,10000,3,1.0,0.8532532532532533,0.017638453571240244,0.011280268646746904,3.7537337883835447,0.7888156240653423
2000,10000,4,1.0,0.8556556556556556,0.01761785217616392,0.011159087803975717,3.6616468001682683,0.7878943016689025
2000,10000,5,1.0,0.8508508508508509,0.017705890171177942,0.01128714418473681,3.987583124481129,0.7918314804979854
2000,10000,6,1.0,0.853053053053053,0.017636238734871607,0.011187114551529806,3.9082789321073363,0.7887165735717561
2000,10000,7,1.0,0.8591591591591592,0.017561149128701804,0.011073241362696225,3.7541212480060695,0.7853584642957688
2000,10000,8,1.0,0.8524524524524525,0.017702104368422657,0.011250528373725444,3.6812267509463634,0.7916621742517809
2000,10000,9,1.0,0.855955955955956,0.017595423920857056,0.01123746360502667,3.8354818751293114,0.7868912795992452
